pk,jsondata,id,description,markup_description,language_pk,parameter_pk,contribution_pk,source
8578,{},NP409-qwh,,,149,348,2,
8579,{},NP409-qxl,,,31,348,2,
8580,{},NP409-qxw,,,81,348,2,
8581,{},NP409-ram,,,111,348,2,
8582,{},NP409-rey,,,51,348,2,Guillaume 2012
8583,{},NP409-rus,,,97,348,2,
8584,{},NP409-sae,,,136,348,2,
8585,{},NP409-shb,,,34,348,2,
8586,{},NP409-shp,,,103,348,2,
8587,{},NP409-skf,,,15,348,2,
8588,{},NP409-snn,,,157,348,2,"source (Martine Bruil, p.c.), p.c. M.B."
8589,{},NP409-spa,,,142,348,2,"Pieter Muysken, p.c."
8590,{},NP409-tae,,,139,348,2,
8591,{},NP409-teh,,,40,348,2,
8592,{},NP409-tob,,,106,348,2,"Messineo, Cristina (2003) Lengua toba (guaycurú): aspectos gramaticales y discursivos"
8593,{},NP409-tpj,,,137,348,2,
8594,{},NP409-tpy,,,165,348,2,
8595,{},NP409-tri,,,82,348,2,
8596,{},NP409-tur,,,69,348,2,"Pieter Muysken, p.c."
8597,{},NP409-ura,,,162,348,2,
8598,{},NP409-ure,,,160,348,2,
8599,{},NP409-wba,,,25,348,2,
8600,{},NP409-wmd,,,144,348,2,
8601,{},NP409-xwa,,,131,348,2,
8602,{},NP409-yaa,,,108,348,2,
8603,{},NP409-yrl,,,102,348,2,
8604,{},NP409-yuq,,,78,348,2,Villafane 2004:107
8605,{},NP409-yuz,,,77,348,2,
8606,{},NP4-agr,,,166,20,2,
8607,{},NP4-ame,,,24,20,2,Tripp 1997:165
8608,{},NP4-apu,,,94,20,2,Facundes 2000:504
8609,{},NP4-arh,,,47,20,2,Frank 1990:24
8610,{},NP4-arl,,,49,20,2,Rich 1999:83
8611,{},NP4-arn,,,50,20,2,Smeets 2008:143
8612,{},NP4-arr,,,41,20,2,"Gabas 1999:85, 107"
8613,{},NP4-ayc,,,104,20,2,"Matt Coler, p.c."
8614,{},NP4-ayo,,,101,20,2,Bertinetto 2009 Ber39/40
8615,{},NP4-ayr,,,130,20,2,CP&CC 2009:207
8616,{},NP4-boa,,,86,20,2,Seifart 2005:64
8617,{},NP4-bor,,,80,20,2,
8618,{},NP4-brg,,,98,20,2,"S.Danielsen, p.c. 20.05.2010"
8619,{},NP4-cap,,,42,20,2,"Cerrón Palomino 2006:198, 234"
8620,{},NP4-cas,,,123,20,2,Sakel 2003:11
8621,{},NP4-cav,,,127,20,2,"A.Guillaume, p.c. 14.10.2010"
8622,{},NP4-caw,,,126,20,2,Girault 1989:149
8623,{},NP4-ceg,,,20,20,2,"Luca Ciucci, p.c."
8624,{},NP4-cht,,,105,20,2,
8625,{},NP4-cod,,,83,20,2,Vallejos 2010:424
8626,{},NP4-cof,,,85,20,2,Dickinson 2002:159
8627,{},NP4-con,,,88,20,2,"Raphael W. Fischer, p.c. F24:20"
8628,{},NP4-cub,,,16,20,2,Morse & Maxwell 1999:16
8629,{},NP4-des,,,125,20,2,Miller 1999:125
8630,{},NP4-eme,,,29,20,2,Rose 2008:451
8631,{},NP4-emp,,,36,20,2,
8632,{},NP4-ese,,,54,20,2,Vuillermet 2012:2.5.4
8633,{},NP4-gvo,,,52,20,2,
8634,{},NP4-hix,,,23,20,2,Derbyshire 1979:36
8635,{},NP4-inb,,,145,20,2,"Levinsohn 1974, 1: 16"
8636,{},NP4-iqu,,,33,20,2,Brown 2004 B 19-21
8637,{},NP4-ito,,,1,20,2,"M.Crevels, p.c."
8638,{},NP4-jaa,,,19,20,2,"Dixon 2004:339, 381"
8639,{},NP4-jiv,,,14,20,2,
8640,{},NP4-jqr,,,28,20,2,
8641,{},NP4-jup,,,163,20,2,Epps 2008:768
8642,{},NP4-kay,,,159,20,2,
8643,{},NP4-kbc,,,4,20,2,"Sandalo 1995 (S), Sandalo 2009 (S09), Griffiths 1976 (G) S 70"
8644,{},NP4-ktn,,,128,20,2,
8645,{},NP4-kwa,,,89,20,2,
8646,{},NP4-kwi,,,92,20,2,"Curnow 1997:77,132"
8647,{},NP4-kxo,,,22,20,2,"L.N. Bacelar, p.c."
8648,{},NP4-lao,,,154,20,2,Enfield 2007:239
8649,{},NP4-lec,,,64,20,2,"S.van de Kerke, p.c."
8650,{},NP4-lkd,,,13,20,2,Telles 2002:360
8718,{},NP501-bor,,,80,147,2,"Crowell 1979:26, Nonato 2008:34"
8651,{},NP4-mca,,,115,20,2,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires G 161"
8652,{},NP4-mcf,,,112,20,2,
8653,{},NP4-moc,,,67,20,2,"Grondona 1998:15,161"
8654,{},NP4-mtp,,,124,20,2,Terraza 2009:64-65
8655,{},NP4-myr,,,134,20,2,
8656,{},NP4-mzp,,,155,20,2,Haude 2006:11
8657,{},NP4-omc,,,61,20,2,Hovdhaugen 2004:33/Torero 2002:4.6.5.3
8658,{},NP4-ona,,,93,20,2,Najlis 1973 Viegas Barros (2006) N15: 3; N80: 94
8659,{},NP4-pap,,,146,20,2,"Pieter Muysken, p.c."
8660,{},NP4-pav,,,147,20,2,Everett & Kern 1997:117
8661,{},NP4-pbb,,,37,20,2,Jung 2008:55
8662,{},NP4-pbh,,,39,20,2,"S.Meira, p.c."
8663,{},NP4-plg,,,72,20,2,Vidal 2001:288
8664,{},NP4-pue,,,68,20,2,"Rodolfo M. Casamiquela (1983) Nociones de Gramática del Gününa Küne, CNRS, Paris C82"
8665,{},NP4-pui,,,65,20,2,
8666,{},NP4-qub,,,73,20,2,
8667,{},NP4-quh,,,75,20,2,
8668,{},NP4-qup,,,62,20,2,"T""odter 2002:63"
8669,{},NP4-qus,,,44,20,2,"Nardi 2002:157, 8.3"
8670,{},NP4-quw,,,66,20,2,
8671,{},NP4-qux,,,57,20,2,"Taylor XX: 3,1"
8672,{},NP4-quy,,,53,20,2,Soto-Ruiz 1976:51
8673,{},NP4-quz,,,70,20,2,
8674,{},NP4-qvc,,,5,20,2,Quesada 1976:69
8675,{},NP4-qvi,,,8,20,2,Cole 1982:67
8676,{},NP4-qvn,,,2,20,2,Adelaar 1977:178
8677,{},NP4-qvp,,,7,20,2,
8678,{},NP4-qvs,,,59,20,2,
8679,{},NP4-qwh,,,149,20,2,Parker 1976:68
8680,{},NP4-qxl,,,31,20,2,
8681,{},NP4-qxw,,,81,20,2,Cerron 1976:99
8682,{},NP4-ram,,,111,20,2,"Alves 2004:49,88,120"
8683,{},NP4-rey,,,51,20,2,Guillaume 2012 2.2.5.1.2
8684,{},NP4-rus,,,97,20,2,
8685,{},NP4-sae,,,136,20,2,Araujo 2004:188
8686,{},NP4-shb,,,34,20,2,
8687,{},NP4-shp,,,103,20,2,Valenzuela 2003:330
8688,{},NP4-skf,,,15,20,2,Galucio 2001:183
8689,{},NP4-snn,,,157,20,2,"source (Martine Bruil, p.c.), p.c. M.B."
8690,{},NP4-spa,,,142,20,2,"Pieter Muysken, p.c."
8691,{},NP4-tae,,,139,20,2,
8692,{},NP4-teh,,,40,20,2,
8693,{},NP4-tob,,,106,20,2,"Messineo, Cristina (2003) Lengua toba (guaycurú): aspectos gramaticales y discursivos M 60: 90"
8694,{},NP4-tpj,,,137,20,2,"González 2005:39,214"
8695,{},NP4-tpy,,,165,20,2,Guirardello 1999:123
8696,{},NP4-tri,,,82,20,2,"S.Meira, p.c."
8697,{},NP4-tur,,,69,20,2,"Pieter Muysken, p.c."
8698,{},NP4-ura,,,162,20,2,Olawsky 2006:392
8699,{},NP4-ure,,,160,20,2,Hannss 2008:281
8700,{},NP4-wba,,,25,20,2,
8701,{},NP4-wmd,,,144,20,2,
8702,{},NP4-xwa,,,131,20,2,"Hein van der Voort, p.c. 03.08.10"
8703,{},NP4-yaa,,,108,20,2,Faust & Loos 2002:27
8704,{},NP4-yrl,,,102,20,2,
8705,{},NP4-yuq,,,78,20,2,Villafane 2004:61
8706,{},NP4-yuz,,,77,20,2,van Gijn 2006:274
8707,{},NP501-agr,,,166,147,2,Overall 2007:138
8708,{},NP501-ame,,,24,147,2,Tripp 1997:52
8709,{},NP501-apu,,,94,147,2,Facundes 2000:283
8710,{},NP501-arh,,,47,147,2,Frank 1990:19
8711,{},NP501-arl,,,49,147,2,Rich 1999:47
8712,{},NP501-arn,,,50,147,2,Smeets 2008:71
8713,{},NP501-arr,,,41,147,2,Gabas 1999:61
8714,{},NP501-ayc,,,104,147,2,"Matt Coler, p.c."
8715,{},NP501-ayo,,,101,147,2,Bertinetto 2009
8716,{},NP501-ayr,,,130,147,2,"CP&CC 2009:185, Matt Coler, p.c."
8717,{},NP501-boa,,,86,147,2,Seifart 2005:51
8719,{},NP501-brg,,,98,147,2,Danielsen 2007:168
8720,{},NP501-cap,,,42,147,2,Cerrón Palomino 2006:191
8721,{},NP501-cas,,,123,147,2,Sakel 2003:114
8722,{},NP501-cav,,,127,147,2,"Guillaume 2008:61,69,73"
8723,{},NP501-caw,,,126,147,2,
8724,{},NP501-ceg,,,20,147,2,"Luca Ciucci, p.c."
8725,{},NP501-cht,,,105,147,2,
8726,{},NP501-cod,,,83,147,2,Vallejos 2010:418
8727,{},NP501-cof,,,85,147,2,Dickinson 2002:69
8728,{},NP501-con,,,88,147,2,"Raphael W. Fischer, p.c."
8729,{},NP501-cub,,,16,147,2,"Morse & Maxwell 1999:123,124"
8730,{},NP501-des,,,125,147,2,"Miller 1999:51,125"
8731,{},NP501-eme,,,29,147,2,
8732,{},NP501-emp,,,36,147,2,Mortensen 1999:15
8733,{},NP501-ese,,,54,147,2,Vuillermet 2012:2.2.4
8734,{},NP501-gvo,,,52,147,2,
8735,{},NP501-hix,,,23,147,2,"S.Meira, p.c."
8736,{},NP501-inb,,,145,147,2,
8737,{},NP501-iqu,,,33,147,2,Brown 2004
8738,{},NP501-ito,,,1,147,2,"M.Crevels, p.c."
8739,{},NP501-jaa,,,19,147,2,"Dixon 2004:1,335"
8740,{},NP501-jiv,,,14,147,2,
8741,{},NP501-jqr,,,28,147,2,Hardman 1983:3.21.7; Hardman 1983:4.2
8742,{},NP501-jup,,,163,147,2,"Epps 2008:114,442"
8743,{},NP501-kay,,,159,147,2,Seki 2000:67
8744,{},NP501-kbc,,,4,147,2,"Sandalo 1995 (S), Sandalo 2009 (S09), Griffiths 1976 (G) S 70"
8745,{},NP501-ktn,,,128,147,2,Everett 2006:310
8746,{},NP501-kwa,,,89,147,2,"Martins 2004:217,219"
8747,{},NP501-kwi,,,92,147,2,Curnow 1997:90
8748,{},NP501-kxo,,,22,147,2,Bacelar 2004:212
8749,{},NP501-lao,,,154,147,2,Enfield 2007:248
8750,{},NP501-lec,,,64,147,2,van de Kerke 2009:295
8751,{},NP501-lkd,,,13,147,2,Telles 2002:139
8752,{},NP501-mca,,,115,147,2,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires"
8753,{},NP501-mcf,,,112,147,2,Fleck 2003:462
8754,{},NP501-moc,,,67,147,2,Grondona 1998:88
8755,{},NP501-mtp,,,124,147,2,"Terraza 2009:60,127"
8756,{},NP501-myr,,,134,147,2,Proyecto de Documentacion del Idioma Muniche 2009:12
8757,{},NP501-mzp,,,155,147,2,"K.Haude, p.c."
8758,{},NP501-omc,,,61,147,2,
8759,{},NP501-ona,,,93,147,2,Najlis 1973 Viegas Barros (2006)
8760,{},NP501-pap,,,146,147,2,"Pieter Muysken, p.c."
8761,{},NP501-pav,,,147,147,2,"Everett & Kern 1997:148, 152,341"
8762,{},NP501-pbb,,,37,147,2,Jung 2008:143.148
8763,{},NP501-pbh,,,39,147,2,"S.Meira, p.c."
8764,{},NP501-plg,,,72,147,2,Vidal 2001:107
8765,{},NP501-pue,,,68,147,2,"Rodolfo M. Casamiquela (1983) Nociones de Gramática del Gününa Küne, CNRS, Paris"
8766,{},NP501-pui,,,65,147,2,"Girón 2008:167,296,232"
8767,{},NP501-qub,,,73,147,2,"P.Muysken, p.c."
8768,{},NP501-quh,,,75,147,2,
8769,{},NP501-qup,,,62,147,2,
8770,{},NP501-qus,,,44,147,2,
8771,{},NP501-quw,,,66,147,2,
8772,{},NP501-qux,,,57,147,2,
8773,{},NP501-quy,,,53,147,2,
8774,{},NP501-quz,,,70,147,2,
8775,{},NP501-qvc,,,5,147,2,
8776,{},NP501-qvi,,,8,147,2,Cole 1982:99
8777,{},NP501-qvn,,,2,147,2,
8778,{},NP501-qvp,,,7,147,2,
8779,{},NP501-qvs,,,59,147,2,Weber et al. 1976:100
8780,{},NP501-qwh,,,149,147,2,
8781,{},NP501-qxl,,,31,147,2,
8782,{},NP501-qxw,,,81,147,2,Cerron 1976:115
8783,{},NP501-ram,,,111,147,2,Alves 2004:50
8784,{},NP501-rey,,,51,147,2,Guillaume 2012 2.2.3.2
8785,{},NP501-rus,,,97,147,2,
8786,{},NP501-sae,,,136,147,2,"Araujo 2004:158,165"
8787,{},NP501-shb,,,34,147,2,"Gómez 1990:90,95"
8788,{},NP501-shp,,,103,147,2,"Valenzuela 2003:165,240"
8789,{},NP501-skf,,,15,147,2,"V.Galucio, p.c."
8790,{},NP501-snn,,,157,147,2,"source (Martine Bruil, p.c.), p.c. M.B."
8791,{},NP501-spa,,,142,147,2,"Pieter Muysken, p.c."
8792,{},NP501-tae,,,139,147,2,Aikhenvald 2003:72
8793,{},NP501-teh,,,40,147,2,"Fernández Garay, p.c."
8794,{},NP501-tob,,,106,147,2,"Messineo, Cristina (2003) Lengua toba (guaycurú): aspectos gramaticales y discursivos M 60"
8795,{},NP501-tpj,,,137,147,2,"González 2005:128,133"
8796,{},NP501-tpy,,,165,147,2,Guirardello 1999:44
8797,{},NP501-tri,,,82,147,2,"S.Meira, p.c."
8798,{},NP501-tur,,,69,147,2,"Pieter Muysken, p.c."
8799,{},NP501-ura,,,162,147,2,Olawsky 2006:296
8800,{},NP501-ure,,,160,147,2,
8801,{},NP501-wba,,,25,147,2,"Romero-Figeroa 1997:42,49"
8802,{},NP501-wmd,,,144,147,2,"Eberhard 2009:324,364"
8803,{},NP501-xwa,,,131,147,2,van der Voort 2004:180
8804,{},NP501-yaa,,,108,147,2,Faust & Loos 2002:70
8805,{},NP501-yrl,,,102,147,2,
8806,{},NP501-yuq,,,78,147,2,Villafane 2004:59-61
8807,{},NP501-yuz,,,77,147,2,"R.van Gijn, p.c. 26.05.10"
8808,{},NP502-agr,,,166,144,2,Overall 2007:152
8809,{},NP502-ame,,,24,144,2,
8810,{},NP502-apu,,,94,144,2,Facundes 2000:283
8811,{},NP502-arh,,,47,144,2,
8812,{},NP502-arl,,,49,144,2,"Rich, R. 1999, Diccionario Arabela-Castellano"
8813,{},NP502-arn,,,50,144,2,Smeets 2008:71
8814,{},NP502-arr,,,41,144,2,Gabas 1999:61
8815,{},NP502-ayc,,,104,144,2,"Matt Coler, p.c."
8816,{},NP502-ayo,,,101,144,2,Bertinetto 2009
8817,{},NP502-ayr,,,130,144,2,CP&CC 2009:185
8818,{},NP502-boa,,,86,144,2,"F.Seifart, p.c."
8819,{},NP502-bor,,,80,144,2,
8820,{},NP502-brg,,,98,144,2,"S.Danielsen, p.c. 19.10.2010"
8821,{},NP502-cap,,,42,144,2,
8822,{},NP502-cas,,,123,144,2,Sakel 2003:114
8823,{},NP502-cav,,,127,144,2,"Guillaume 2008:61,69,73"
8824,{},NP502-caw,,,126,144,2,Girault 1989:99
8825,{},NP502-ceg,,,20,144,2,"Luca Ciucci, p.c."
8826,{},NP502-cht,,,105,144,2,
8827,{},NP502-cod,,,83,144,2,Vallejos 2010:420
8828,{},NP502-cof,,,85,144,2,Dickinson 2002:69
8829,{},NP502-con,,,88,144,2,"Raphael W. Fischer, p.c."
8830,{},NP502-cub,,,16,144,2,
8831,{},NP502-des,,,125,144,2,"Miller 1999:51,125"
8832,{},NP502-eme,,,29,144,2,Rose 2003:44
8833,{},NP502-emp,,,36,144,2,
8834,{},NP502-ese,,,54,144,2,Vuillermet 2012
8835,{},NP502-gvo,,,52,144,2,
8836,{},NP502-hix,,,23,144,2,"S.Meira, p.c."
8837,{},NP502-inb,,,145,144,2,
8838,{},NP502-iqu,,,33,144,2,Brown 2004
8839,{},NP502-ito,,,1,144,2,"M.Crevels, p.c."
8840,{},NP502-jaa,,,19,144,2,Dixon 2004:335
8841,{},NP502-jiv,,,14,144,2,
8842,{},NP502-jqr,,,28,144,2,
8843,{},NP502-jup,,,163,144,2,"P.Epps, p.c."
8844,{},NP502-kay,,,159,144,2,Seki 2000:67
8845,{},NP502-kbc,,,4,144,2,"Sandalo 1995 (S), Sandalo 2009 (S09), Griffiths 1976 (G)"
8846,{},NP502-ktn,,,128,144,2,Everett 2006:310
8847,{},NP502-kwa,,,89,144,2,Martins 2004:217-223
8848,{},NP502-kwi,,,92,144,2,Curnow 1997:92
8849,{},NP502-kxo,,,22,144,2,Bacelar 2004:212
8850,{},NP502-lao,,,154,144,2,Enfield 2007:251
8851,{},NP502-lec,,,64,144,2,van de Kerke 2009:295
8852,{},NP502-lkd,,,13,144,2,Telles 2002:139
8853,{},NP502-mca,,,115,144,2,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires"
8854,{},NP502-mcf,,,112,144,2,"Fleck 2003:462,463"
8855,{},NP502-moc,,,67,144,2,Grondona 1998:88
8856,{},NP502-mtp,,,124,144,2,"Terraza 2009:60,127"
8857,{},NP502-myr,,,134,144,2,Proyecto de Documentacion del Idioma Muniche 2009:12
8858,{},NP502-mzp,,,155,144,2,"Haude 2006:113, p.c."
8859,{},NP502-omc,,,61,144,2,
8860,{},NP502-ona,,,93,144,2,Najlis 1973 Viegas Barros (2006)
8861,{},NP502-pap,,,146,144,2,"Pieter Muysken, p.c."
8862,{},NP502-pav,,,147,144,2,"Everett & Kern 1997:152,341"
8863,{},NP502-pbb,,,37,144,2,
8864,{},NP502-pbh,,,39,144,2,"S.Meira, p.c."
8865,{},NP502-plg,,,72,144,2,Vidal 2001:107
8866,{},NP502-pue,,,68,144,2,"Rodolfo M. Casamiquela (1983) Nociones de Gramática del Gününa Küne, CNRS, Paris"
8867,{},NP502-pui,,,65,144,2,Girón 2008:297
8868,{},NP502-qub,,,73,144,2,"P.Muysken, p.c."
8869,{},NP502-quh,,,75,144,2,
8870,{},NP502-qup,,,62,144,2,
8871,{},NP502-qus,,,44,144,2,
8872,{},NP502-quw,,,66,144,2,
8873,{},NP502-qux,,,57,144,2,
8874,{},NP502-quy,,,53,144,2,
8875,{},NP502-quz,,,70,144,2,
8876,{},NP502-qvc,,,5,144,2,
8877,{},NP502-qvi,,,8,144,2,"P.Muysken, p.c."
8878,{},NP502-qvn,,,2,144,2,
8879,{},NP502-qvp,,,7,144,2,
8880,{},NP502-qvs,,,59,144,2,
8881,{},NP502-qwh,,,149,144,2,
8882,{},NP502-qxl,,,31,144,2,
8883,{},NP502-qxw,,,81,144,2,
8884,{},NP502-ram,,,111,144,2,Alves 2004:50
8885,{},NP502-rey,,,51,144,2,Guillaume 2012
8886,{},NP502-rus,,,97,144,2,
8887,{},NP502-sae,,,136,144,2,Araujo 2004:158
8888,{},NP502-shb,,,34,144,2,
8889,{},NP502-shp,,,103,144,2,"Valenzuela 2003:165,240"
8890,{},NP502-skf,,,15,144,2,"V.Galucio, p.c."
8891,{},NP502-snn,,,157,144,2,"source (Martine Bruil, p.c.)"
8892,{},NP502-spa,,,142,144,2,"Pieter Muysken, p.c."
8893,{},NP502-tae,,,139,144,2,Aikhenvald 2003:72
8894,{},NP502-teh,,,40,144,2,
8895,{},NP502-tob,,,106,144,2,"Messineo, Cristina (2003) Lengua toba (guaycurú): aspectos gramaticales y discursivos"
8896,{},NP502-tpj,,,137,144,2,"González 2005:128,133"
8897,{},NP502-tpy,,,165,144,2,
8898,{},NP502-tri,,,82,144,2,"S.Meira, p.c."
8899,{},NP502-tur,,,69,144,2,"Pieter Muysken, p.c."
8900,{},NP502-ura,,,162,144,2,
8901,{},NP502-ure,,,160,144,2,
8902,{},NP502-wba,,,25,144,2,"Romero-Figeroa 1997:42,49"
8903,{},NP502-wmd,,,144,144,2,"Eberhard 2009:324,364"
8904,{},NP502-xwa,,,131,144,2,van der Voort 2004:180
8905,{},NP502-yaa,,,108,144,2,Faust & Loos 2002:70
8906,{},NP502-yrl,,,102,144,2,
8907,{},NP502-yuq,,,78,144,2,Villafane
8908,{},NP502-yuz,,,77,144,2,"R.van Gijn, p.c. 08.10.10"
8909,{},NP503-agr,,,166,145,2,Overall 2007:152
8910,{},NP503-ame,,,24,145,2,
8911,{},NP503-apu,,,94,145,2,Facundes 2000:283
8912,{},NP503-arh,,,47,145,2,
8913,{},NP503-arl,,,49,145,2,"Rich, R. 1999, Diccionario Arabela-Castellano"
8914,{},NP503-arn,,,50,145,2,Smeets 2008:71
8915,{},NP503-arr,,,41,145,2,Gabas 1999:61
8916,{},NP503-ayc,,,104,145,2,"Matt Coler, p.c."
8917,{},NP503-ayo,,,101,145,2,Bertinetto 2009
8918,{},NP503-ayr,,,130,145,2,CP&CC 2009:185
8919,{},NP503-boa,,,86,145,2,"F.Seifart, p.c."
8920,{},NP503-bor,,,80,145,2,
8921,{},NP503-brg,,,98,145,2,"S.Danielsen, p.c. 19.10.2010"
8922,{},NP503-cap,,,42,145,2,
8923,{},NP503-cas,,,123,145,2,Sakel 2003:114
8924,{},NP503-cav,,,127,145,2,"Guillaume 2008:61,69,73"
8925,{},NP503-caw,,,126,145,2,Girault 1989:104
8926,{},NP503-ceg,,,20,145,2,"Luca Ciucci, p.c."
8927,{},NP503-cht,,,105,145,2,
8928,{},NP503-cod,,,83,145,2,Vallejos 2010:421
8929,{},NP503-cof,,,85,145,2,"C.Dickinson, p.c. 27/10/11"
8930,{},NP503-con,,,88,145,2,"Raphael W. Fischer, p.c."
8931,{},NP503-cub,,,16,145,2,
8932,{},NP503-des,,,125,145,2,"Miller 1999:51,125"
8933,{},NP503-eme,,,29,145,2,Rose 2003:44
8934,{},NP503-emp,,,36,145,2,
8935,{},NP503-ese,,,54,145,2,Vuillermet 2012
8936,{},NP503-gvo,,,52,145,2,
8937,{},NP503-hix,,,23,145,2,"S.Meira, p.c."
8938,{},NP503-inb,,,145,145,2,
8939,{},NP503-iqu,,,33,145,2,Brown 2004
8940,{},NP503-ito,,,1,145,2,"M.Crevels, p.c."
8941,{},NP503-jaa,,,19,145,2,Dixon 2004:335
8942,{},NP503-jiv,,,14,145,2,
8943,{},NP503-jqr,,,28,145,2,
8944,{},NP503-jup,,,163,145,2,"P.Epps, p.c."
8945,{},NP503-kay,,,159,145,2,Seki 2000:67
8946,{},NP503-kbc,,,4,145,2,"Sandalo 1995 (S), Sandalo 2009 (S09), Griffiths 1976 (G)"
8947,{},NP503-ktn,,,128,145,2,
8948,{},NP503-kwa,,,89,145,2,Martins 2004:217-222
8949,{},NP503-kwi,,,92,145,2,Curnow 1997:92
8950,{},NP503-kxo,,,22,145,2,Bacelar 2004:212
8951,{},NP503-lao,,,154,145,2,Enfield 2007:251
8952,{},NP503-lec,,,64,145,2,"S.van de Kerke, p.c."
8953,{},NP503-lkd,,,13,145,2,Telles 2002:139
8954,{},NP503-mca,,,115,145,2,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires"
8955,{},NP503-mcf,,,112,145,2,Fleck 2003:463
8956,{},NP503-moc,,,67,145,2,Grondona 1998:88
8957,{},NP503-mtp,,,124,145,2,"Terraza 2009:60,127"
8958,{},NP503-myr,,,134,145,2,Proyecto de Documentacion del Idioma Muniche 2009:12
8959,{},NP503-mzp,,,155,145,2,"Haude 2006:113, p.c."
8960,{},NP503-omc,,,61,145,2,
8961,{},NP503-ona,,,93,145,2,Najlis 1973 Viegas Barros (2006)
8962,{},NP503-pap,,,146,145,2,"Pieter Muysken, p.c."
8963,{},NP503-pav,,,147,145,2,"Everett & Kern 1997:152,341"
8964,{},NP503-pbb,,,37,145,2,
8965,{},NP503-pbh,,,39,145,2,"S.Meira, p.c."
8966,{},NP503-plg,,,72,145,2,Vidal 2001:110
8967,{},NP503-pue,,,68,145,2,"Rodolfo M. Casamiquela (1983) Nociones de Gramática del Gününa Küne, CNRS, Paris"
8968,{},NP503-pui,,,65,145,2,
8969,{},NP503-qub,,,73,145,2,"P.Muysken, p.c."
8970,{},NP503-quh,,,75,145,2,
8971,{},NP503-qup,,,62,145,2,
8972,{},NP503-qus,,,44,145,2,
8973,{},NP503-quw,,,66,145,2,
8974,{},NP503-qux,,,57,145,2,
8975,{},NP503-quy,,,53,145,2,
8976,{},NP503-quz,,,70,145,2,
8977,{},NP503-qvc,,,5,145,2,
8978,{},NP503-qvi,,,8,145,2,"P.Muysken, p.c."
9574,{},NP5-pui,,,65,19,2,
8979,{},NP503-qvn,,,2,145,2,
8980,{},NP503-qvp,,,7,145,2,
8981,{},NP503-qvs,,,59,145,2,
8982,{},NP503-qwh,,,149,145,2,
8983,{},NP503-qxl,,,31,145,2,
8984,{},NP503-qxw,,,81,145,2,
8985,{},NP503-ram,,,111,145,2,Alves 2004:50
8986,{},NP503-rey,,,51,145,2,Guillaume 2012
8987,{},NP503-rus,,,97,145,2,
8988,{},NP503-sae,,,136,145,2,Araujo 2004:158
8989,{},NP503-shb,,,34,145,2,
8990,{},NP503-shp,,,103,145,2,"Valenzuela 2003:165,240"
8991,{},NP503-skf,,,15,145,2,"V.Galucio, p.c."
8992,{},NP503-snn,,,157,145,2,"source (Martine Bruil, p.c.)"
8993,{},NP503-spa,,,142,145,2,"Pieter Muysken, p.c."
8994,{},NP503-tae,,,139,145,2,Aikhenvald 2003:72
8995,{},NP503-teh,,,40,145,2,
8996,{},NP503-tob,,,106,145,2,"Messineo, Cristina (2003) Lengua toba (guaycurú): aspectos gramaticales y discursivos"
8997,{},NP503-tpj,,,137,145,2,"González 2005:128,133"
8998,{},NP503-tpy,,,165,145,2,
8999,{},NP503-tri,,,82,145,2,"S.Meira, p.c."
9000,{},NP503-tur,,,69,145,2,"Pieter Muysken, p.c."
9001,{},NP503-ura,,,162,145,2,Olawsky 2006:187
9002,{},NP503-ure,,,160,145,2,
9003,{},NP503-wba,,,25,145,2,"Romero-Figeroa 1997:42,49"
9004,{},NP503-wmd,,,144,145,2,"Eberhard 2009:324,364"
9005,{},NP503-xwa,,,131,145,2,van der Voort 2004:180
9006,{},NP503-yaa,,,108,145,2,Faust & Loos 2002:70
9007,{},NP503-yrl,,,102,145,2,
9008,{},NP503-yuq,,,78,145,2,Villafane
9009,{},NP503-yuz,,,77,145,2,"R.van Gijn, p.c. 08.10.10"
9010,{},NP504-agr,,,166,142,2,Overall 2007:152
9011,{},NP504-ame,,,24,142,2,
9012,{},NP504-apu,,,94,142,2,Facundes 2000:283
9013,{},NP504-arh,,,47,142,2,
9014,{},NP504-arl,,,49,142,2,"Rich, R. 1999, Diccionario Arabela-Castellano"
9015,{},NP504-arn,,,50,142,2,Smeets 2008:71
9016,{},NP504-arr,,,41,142,2,Gabas 1999:61
9017,{},NP504-ayc,,,104,142,2,"Matt Coler, p.c."
9018,{},NP504-ayo,,,101,142,2,Bertinetto 2009
9019,{},NP504-ayr,,,130,142,2,CP&CC 2009:185
9020,{},NP504-boa,,,86,142,2,"F.Seifart, p.c."
9021,{},NP504-bor,,,80,142,2,
9022,{},NP504-brg,,,98,142,2,"S.Danielsen, p.c. 19.10.2010"
9023,{},NP504-cap,,,42,142,2,
9024,{},NP504-cas,,,123,142,2,Sakel 2003:114
9025,{},NP504-cav,,,127,142,2,"Guillaume 2008:61,69,73"
9026,{},NP504-caw,,,126,142,2,Girault 1989:83
