pk,jsondata,id,description,markup_description,language_pk,parameter_pk,contribution_pk,source
821,{},ICS29-gym,,,113,315,4,Constenla Umaña 1991:190-204
822,{},ICS29-ign,,,153,315,4,
823,{},ICS29-inp,,,135,315,4,
824,{},ICS29-jic,,,12,315,4,Constenla Umaña 1991:190-204
825,{},ICS29-kpc,,,35,315,4,Constenla
826,{},ICS29-kwi,,,92,315,4,Constenla Umaña 1991:190-204
827,{},ICS29-mbp,,,99,315,4,Constenla Umaña 1991:190-204
828,{},ICS29-mcb,,,114,315,4,
829,{},ICS29-miq,,,152,315,4,Constenla Umaña 1991:190-204
830,{},ICS29-mmh,,,74,315,4,
831,{},ICS29-not,,,26,315,4,
832,{},ICS29-pab,,,150,315,4,
833,{},ICS29-pay,,,148,315,4,Constenla Umaña 1991:190-204
834,{},ICS29-pbb,,,37,315,4,Constenla Umaña 1991:190-204
835,{},ICS29-pio,,,133,315,4,
836,{},ICS29-plu,,,63,315,4,
837,{},ICS29-rgr,,,11,315,4,
838,{},ICS29-rma,,,46,315,4,Constenla Umaña 1991:190-204
839,{},ICS29-sar,,,143,315,4,
840,{},ICS29-sja,,,161,315,4,Constenla Umaña 1991:190-204
841,{},ICS29-tae,,,139,315,4,
842,{},ICS29-ter,,,48,315,4,
843,{},ICS29-tfr,,,120,315,4,Constenla Umaña 1991:190-204
844,{},ICS29-tnq,,,122,315,4,
845,{},ICS29-unk,,,87,315,4,
846,{},ICS29-wap,,,109,315,4,Constenla
847,{},ICS29-wau,,,107,315,4,
848,{},ICS29-ycn,,,56,315,4,
849,{},ICS29-yvt,,,9,315,4,
850,{},ICS2-arh,,,47,369,4,Constenla Umaña 1991:190-204
851,{},ICS2-cuk,,,17,369,4,Constenla Umaña 1991:190-204
852,{},ICS2-emp,,,36,369,4,Constenla Umaña 1991:190-204
853,{},ICS2-guc,,,21,369,4,Constenla Umaña 1991:190-204
854,{},ICS2-gym,,,113,369,4,Constenla Umaña 1991:190-204
855,{},ICS2-jic,,,12,369,4,Constenla Umaña 1991:190-204
856,{},ICS2-kwi,,,92,369,4,Constenla Umaña 1991:190-204
857,{},ICS2-mbp,,,99,369,4,Constenla Umaña 1991:190-204
858,{},ICS2-miq,,,152,369,4,Constenla Umaña 1991:190-204
859,{},ICS2-pay,,,148,369,4,Constenla Umaña 1991:190-204
860,{},ICS2-pbb,,,37,369,4,Constenla Umaña 1991:190-204
861,{},ICS2-rma,,,46,369,4,Constenla Umaña 1991:190-204
862,{},ICS2-sja,,,161,369,4,Constenla Umaña 1991:190-204
863,{},ICS2-tfr,,,120,369,4,Constenla Umaña 1991:190-204
864,{},ICS30-NOCODE_Apolista,,,6,129,4,
865,{},ICS30-NOCODE_Maipure,,,151,129,4,
866,{},ICS30-pnk,,,117,129,4,
867,{},ICS30-aca,,,76,129,4,Wilson 1992 (only where different)
868,{},ICS30-ame,,,24,129,4,
869,{},ICS30-apu,,,94,129,4,
870,{},ICS30-arh,,,47,129,4,Constenla Umaña 1991:190-204
871,{},ICS30-arw,,,43,129,4,Patte 2002
872,{},ICS30-bae,,,55,129,4,
873,{},ICS30-brg,,,98,129,4,
874,{},ICS30-bvv,,,3,129,4,Constenla
875,{},ICS30-cab,,,129,129,4,
876,{},ICS30-ccc,,,167,129,4,
877,{},ICS30-cni,,,60,129,4,
878,{},ICS30-cox,,,79,129,4,
879,{},ICS30-crb,,,32,129,4,
880,{},ICS30-cuj,,,18,129,4,
881,{},ICS30-cuk,,,17,129,4,Constenla Umaña 1991:190-204
882,{},ICS30-emp,,,36,129,4,Constenla Umaña 1991:190-204
883,{},ICS30-gae,,,119,129,4,
884,{},ICS30-gqn,,,121,129,4,
885,{},ICS30-guc,,,21,129,4,Constenla Umaña 1991:190-204
886,{},ICS30-gym,,,113,129,4,Constenla Umaña 1991:190-204
887,{},ICS30-ign,,,153,129,4,
888,{},ICS30-inp,,,135,129,4,
889,{},ICS30-jic,,,12,129,4,Constenla Umaña 1991:190-204
890,{},ICS30-kpc,,,35,129,4,Constenla
891,{},ICS30-kwi,,,92,129,4,Constenla Umaña 1991:190-204
892,{},ICS30-mbp,,,99,129,4,Constenla Umaña 1991:190-204
893,{},ICS30-mcb,,,114,129,4,
894,{},ICS30-miq,,,152,129,4,Constenla Umaña 1991:190-204
895,{},ICS30-mmh,,,74,129,4,
896,{},ICS30-not,,,26,129,4,
897,{},ICS30-pab,,,150,129,4,
898,{},ICS30-pay,,,148,129,4,Constenla Umaña 1991:190-204
899,{},ICS30-pbb,,,37,129,4,Constenla Umaña 1991:190-204
900,{},ICS30-pio,,,133,129,4,
901,{},ICS30-plu,,,63,129,4,
902,{},ICS30-rgr,,,11,129,4,
903,{},ICS30-rma,,,46,129,4,Constenla Umaña 1991:190-204
904,{},ICS30-sar,,,143,129,4,
905,{},ICS30-sja,,,161,129,4,Constenla Umaña 1991:190-204
906,{},ICS30-tae,,,139,129,4,
907,{},ICS30-ter,,,48,129,4,
908,{},ICS30-tfr,,,120,129,4,Constenla Umaña 1991:190-204
909,{},ICS30-tnq,,,122,129,4,
910,{},ICS30-unk,,,87,129,4,
911,{},ICS30-wap,,,109,129,4,Constenla
912,{},ICS30-wau,,,107,129,4,
913,{},ICS30-ycn,,,56,129,4,
914,{},ICS30-yvt,,,9,129,4,
915,{},ICS31-NOCODE_Apolista,,,6,128,4,
916,{},ICS31-NOCODE_Maipure,,,151,128,4,
917,{},ICS31-pnk,,,117,128,4,
918,{},ICS31-aca,,,76,128,4,Wilson 1992 (only where different)
919,{},ICS31-ame,,,24,128,4,
920,{},ICS31-apu,,,94,128,4,
921,{},ICS31-arh,,,47,128,4,Constenla Umaña 1991:190-204
922,{},ICS31-arw,,,43,128,4,Patte 2002
923,{},ICS31-bae,,,55,128,4,
924,{},ICS31-brg,,,98,128,4,
925,{},ICS31-bvv,,,3,128,4,Constenla
926,{},ICS31-cab,,,129,128,4,
927,{},ICS31-ccc,,,167,128,4,
928,{},ICS31-cni,,,60,128,4,
929,{},ICS31-cox,,,79,128,4,
930,{},ICS31-crb,,,32,128,4,
931,{},ICS31-cuj,,,18,128,4,
932,{},ICS31-cuk,,,17,128,4,Constenla Umaña 1991:190-204
933,{},ICS31-emp,,,36,128,4,Constenla Umaña 1991:190-204
934,{},ICS31-gae,,,119,128,4,
935,{},ICS31-gqn,,,121,128,4,
936,{},ICS31-guc,,,21,128,4,Constenla Umaña 1991:190-204
937,{},ICS31-gym,,,113,128,4,Constenla Umaña 1991:190-204
938,{},ICS31-ign,,,153,128,4,
939,{},ICS31-inp,,,135,128,4,
940,{},ICS31-jic,,,12,128,4,Constenla Umaña 1991:190-204
941,{},ICS31-kpc,,,35,128,4,Constenla
942,{},ICS31-kwi,,,92,128,4,Constenla Umaña 1991:190-204
943,{},ICS31-mbp,,,99,128,4,Constenla Umaña 1991:190-204
944,{},ICS31-mcb,,,114,128,4,
945,{},ICS31-miq,,,152,128,4,Constenla Umaña 1991:190-204
946,{},ICS31-mmh,,,74,128,4,
947,{},ICS31-not,,,26,128,4,
948,{},ICS31-pab,,,150,128,4,
949,{},ICS31-pay,,,148,128,4,Constenla Umaña 1991:190-204
950,{},ICS31-pbb,,,37,128,4,Constenla Umaña 1991:190-204
951,{},ICS31-pio,,,133,128,4,
952,{},ICS31-plu,,,63,128,4,
953,{},ICS31-rgr,,,11,128,4,
954,{},ICS31-rma,,,46,128,4,Constenla Umaña 1991:190-204
955,{},ICS31-sar,,,143,128,4,
956,{},ICS31-sja,,,161,128,4,Constenla Umaña 1991:190-204
957,{},ICS31-tae,,,139,128,4,
958,{},ICS31-ter,,,48,128,4,
959,{},ICS31-tfr,,,120,128,4,Constenla Umaña 1991:190-204
960,{},ICS31-tnq,,,122,128,4,
9576,{},NP5-quh,,,75,19,2,
961,{},ICS31-unk,,,87,128,4,
962,{},ICS31-wap,,,109,128,4,Constenla
963,{},ICS31-wau,,,107,128,4,
964,{},ICS31-ycn,,,56,128,4,
965,{},ICS31-yvt,,,9,128,4,
966,{},ICS32-arh,,,47,124,4,
967,{},ICS32-cuk,,,17,124,4,
968,{},ICS32-emp,,,36,124,4,
969,{},ICS32-guc,,,21,124,4,
970,{},ICS32-gym,,,113,124,4,
971,{},ICS32-jic,,,12,124,4,
972,{},ICS32-kwi,,,92,124,4,
973,{},ICS32-mbp,,,99,124,4,
974,{},ICS32-miq,,,152,124,4,
975,{},ICS32-pay,,,148,124,4,
976,{},ICS32-pbb,,,37,124,4,
977,{},ICS32-rma,,,46,124,4,
978,{},ICS32-sja,,,161,124,4,
979,{},ICS32-tfr,,,120,124,4,
980,{},ICS33-arh,,,47,119,4,
981,{},ICS33-cuk,,,17,119,4,
982,{},ICS33-emp,,,36,119,4,
983,{},ICS33-guc,,,21,119,4,
984,{},ICS33-gym,,,113,119,4,
985,{},ICS33-jic,,,12,119,4,
986,{},ICS33-kwi,,,92,119,4,
987,{},ICS33-mbp,,,99,119,4,
988,{},ICS33-miq,,,152,119,4,
989,{},ICS33-pay,,,148,119,4,
990,{},ICS33-pbb,,,37,119,4,
991,{},ICS33-rma,,,46,119,4,
992,{},ICS33-sja,,,161,119,4,
993,{},ICS33-tfr,,,120,119,4,
994,{},ICS34-arh,,,47,139,4,
995,{},ICS34-cuk,,,17,139,4,
996,{},ICS34-emp,,,36,139,4,
997,{},ICS34-guc,,,21,139,4,
998,{},ICS34-gym,,,113,139,4,
999,{},ICS34-jic,,,12,139,4,
1000,{},ICS34-kwi,,,92,139,4,
1001,{},ICS34-mbp,,,99,139,4,
1002,{},ICS34-miq,,,152,139,4,
1003,{},ICS34-pay,,,148,139,4,
1004,{},ICS34-pbb,,,37,139,4,
1005,{},ICS34-rma,,,46,139,4,
1006,{},ICS34-sja,,,161,139,4,
1007,{},ICS34-tfr,,,120,139,4,
1008,{},ICS35-arh,,,47,146,4,Constenla Umaña 1991:190-204
1009,{},ICS35-cuk,,,17,146,4,Constenla Umaña 1991:190-204
1010,{},ICS35-emp,,,36,146,4,Constenla Umaña 1991:190-204
1011,{},ICS35-guc,,,21,146,4,Constenla Umaña 1991:190-204
1012,{},ICS35-gym,,,113,146,4,Constenla Umaña 1991:190-204
1013,{},ICS35-jic,,,12,146,4,Constenla Umaña 1991:190-204
1014,{},ICS35-kwi,,,92,146,4,Constenla Umaña 1991:190-204
1015,{},ICS35-mbp,,,99,146,4,Constenla Umaña 1991:190-204
1016,{},ICS35-miq,,,152,146,4,Constenla Umaña 1991:190-204
1017,{},ICS35-pay,,,148,146,4,Constenla Umaña 1991:190-204
1018,{},ICS35-pbb,,,37,146,4,Constenla Umaña 1991:190-204
1019,{},ICS35-rma,,,46,146,4,Constenla Umaña 1991:190-204
1020,{},ICS35-sja,,,161,146,4,Constenla Umaña 1991:190-204
1021,{},ICS35-tfr,,,120,146,4,Constenla Umaña 1991:190-204
1022,{},ICS36-arh,,,47,132,4,Constenla Umaña 1991:190-204
1023,{},ICS36-cuk,,,17,132,4,Constenla Umaña 1991:190-204
1024,{},ICS36-emp,,,36,132,4,Constenla Umaña 1991:190-204
1025,{},ICS36-guc,,,21,132,4,Constenla Umaña 1991:190-204
1026,{},ICS36-gym,,,113,132,4,Constenla Umaña 1991:190-204
1027,{},ICS36-jic,,,12,132,4,Constenla Umaña 1991:190-204
1028,{},ICS36-kwi,,,92,132,4,Constenla Umaña 1991:190-204
1029,{},ICS36-mbp,,,99,132,4,Constenla Umaña 1991:190-204
1030,{},ICS36-miq,,,152,132,4,Constenla Umaña 1991:190-204
1031,{},ICS36-pay,,,148,132,4,Constenla Umaña 1991:190-204
1032,{},ICS36-pbb,,,37,132,4,Constenla Umaña 1991:190-204
1033,{},ICS36-rma,,,46,132,4,Constenla Umaña 1991:190-204
1034,{},ICS36-sja,,,161,132,4,Constenla Umaña 1991:190-204
1035,{},ICS36-tfr,,,120,132,4,Constenla Umaña 1991:190-204
1036,{},ICS37-NOCODE_Apolista,,,6,130,4,
1037,{},ICS37-NOCODE_Maipure,,,151,130,4,
1038,{},ICS37-pnk,,,117,130,4,
1039,{},ICS37-aca,,,76,130,4,Wilson 1992 (only where different)
1040,{},ICS37-ame,,,24,130,4,
1041,{},ICS37-apu,,,94,130,4,
1042,{},ICS37-arh,,,47,130,4,Constenla Umaña 1991:190-204
1043,{},ICS37-arw,,,43,130,4,Patte 2002
1044,{},ICS37-bae,,,55,130,4,
1045,{},ICS37-brg,,,98,130,4,
1046,{},ICS37-bvv,,,3,130,4,Constenla
1047,{},ICS37-cab,,,129,130,4,
1048,{},ICS37-ccc,,,167,130,4,
1049,{},ICS37-cni,,,60,130,4,
1050,{},ICS37-cox,,,79,130,4,
1051,{},ICS37-crb,,,32,130,4,
1052,{},ICS37-cuj,,,18,130,4,
1053,{},ICS37-cuk,,,17,130,4,Constenla Umaña 1991:190-204
1054,{},ICS37-emp,,,36,130,4,Constenla Umaña 1991:190-204
1055,{},ICS37-gae,,,119,130,4,
1056,{},ICS37-gqn,,,121,130,4,
1057,{},ICS37-guc,,,21,130,4,Constenla Umaña 1991:190-204
1058,{},ICS37-gym,,,113,130,4,Constenla Umaña 1991:190-204
1059,{},ICS37-ign,,,153,130,4,
1060,{},ICS37-inp,,,135,130,4,
1061,{},ICS37-jic,,,12,130,4,Constenla Umaña 1991:190-204
1062,{},ICS37-kpc,,,35,130,4,Constenla
1063,{},ICS37-kwi,,,92,130,4,Constenla Umaña 1991:190-204
1064,{},ICS37-mbp,,,99,130,4,Constenla Umaña 1991:190-204
1065,{},ICS37-mcb,,,114,130,4,
1066,{},ICS37-miq,,,152,130,4,Constenla Umaña 1991:190-204
1067,{},ICS37-mmh,,,74,130,4,
1068,{},ICS37-not,,,26,130,4,
1069,{},ICS37-pab,,,150,130,4,
1070,{},ICS37-pay,,,148,130,4,Constenla Umaña 1991:190-204
1071,{},ICS37-pbb,,,37,130,4,Constenla Umaña 1991:190-204
1072,{},ICS37-pio,,,133,130,4,
1073,{},ICS37-plu,,,63,130,4,
1074,{},ICS37-rgr,,,11,130,4,
1075,{},ICS37-rma,,,46,130,4,Constenla Umaña 1991:190-204
1076,{},ICS37-sar,,,143,130,4,
1077,{},ICS37-sja,,,161,130,4,Constenla Umaña 1991:190-204
1078,{},ICS37-tae,,,139,130,4,
1079,{},ICS37-ter,,,48,130,4,
1080,{},ICS37-tfr,,,120,130,4,Constenla Umaña 1991:190-204
1081,{},ICS37-tnq,,,122,130,4,
1082,{},ICS37-unk,,,87,130,4,
1083,{},ICS37-wap,,,109,130,4,Constenla
1084,{},ICS37-wau,,,107,130,4,
1085,{},ICS37-ycn,,,56,130,4,
1086,{},ICS37-yvt,,,9,130,4,
1087,{},ICS38-arh,,,47,149,4,Constenla Umaña 1991:190-204
1088,{},ICS38-cuk,,,17,149,4,Constenla Umaña 1991:190-204
1089,{},ICS38-emp,,,36,149,4,Constenla Umaña 1991:190-204
1090,{},ICS38-guc,,,21,149,4,Constenla Umaña 1991:190-204
1091,{},ICS38-gym,,,113,149,4,Constenla Umaña 1991:190-204
1092,{},ICS38-jic,,,12,149,4,Constenla Umaña 1991:190-204
1093,{},ICS38-kwi,,,92,149,4,Constenla Umaña 1991:190-204
1094,{},ICS38-mbp,,,99,149,4,Constenla Umaña 1991:190-204
1095,{},ICS38-miq,,,152,149,4,Constenla Umaña 1991:190-204
1096,{},ICS38-pay,,,148,149,4,Constenla Umaña 1991:190-204
1097,{},ICS38-pbb,,,37,149,4,Constenla Umaña 1991:190-204
1098,{},ICS38-rma,,,46,149,4,Constenla Umaña 1991:190-204
1099,{},ICS38-sja,,,161,149,4,Constenla Umaña 1991:190-204
1100,{},ICS38-tfr,,,120,149,4,Constenla Umaña 1991:190-204
1101,{},ICS39-arh,,,47,148,4,Constenla Umaña 1991:190-204
1102,{},ICS39-cuk,,,17,148,4,Constenla Umaña 1991:190-204
1103,{},ICS39-emp,,,36,148,4,Constenla Umaña 1991:190-204
1104,{},ICS39-guc,,,21,148,4,Constenla Umaña 1991:190-204
1105,{},ICS39-gym,,,113,148,4,Constenla Umaña 1991:190-204
1106,{},ICS39-jic,,,12,148,4,Constenla Umaña 1991:190-204
1107,{},ICS39-kwi,,,92,148,4,Constenla Umaña 1991:190-204
1108,{},ICS39-mbp,,,99,148,4,Constenla Umaña 1991:190-204
1109,{},ICS39-miq,,,152,148,4,Constenla Umaña 1991:190-204
