ID,Parameter_ID,Name,Description
ARGEX2-2-B,ARGEX2-2,B,independent suffix/enclitic
ARGEX2-2-C,ARGEX2-2,C,fused with person
ARGEX2-2-D,ARGEX2-2,D,none
ARGEX2-3-NK,ARGEX2-3,?,Not known
ARGEX2-3-A,ARGEX2-3,A,independent prefix/proclitic
ARGEX2-3-B,ARGEX2-3,B,independent suffix/enclitic
ARGEX2-3-C,ARGEX2-3,C,fused with person
ARGEX2-3-D,ARGEX2-3,D,none
ARGEX2-3-E,ARGEX2-3,E,no gender
ARGEX2-4-1-NK,ARGEX2-4-1,?,Not known
ARGEX2-4-1-A,ARGEX2-4-1,A,obligatory
ARGEX2-4-1-B,ARGEX2-4-1,B,variable
ARGEX2-4-1-C,ARGEX2-4-1,C,not expressed
ARGEX2-4-1-NA,ARGEX2-4-1,N/A,Not Applicable
ARGEX2-4-NK,ARGEX2-4,?,Not known
ARGEX2-4-A,ARGEX2-4,A,prefix/proclitic
ARGEX2-4-B,ARGEX2-4,B,suffix/enclitic
ARGEX2-4-C,ARGEX2-4,C,variable
ARGEX2-4-D,ARGEX2-4,D,none
ARGEX2-5-NK,ARGEX2-5,?,Not known
ARGEX2-5-A,ARGEX2-5,A,independent prefix/proclitic
ARGEX2-5-B,ARGEX2-5,B,independent suffix/enclitic
ARGEX2-5-C,ARGEX2-5,C,fused with person
ARGEX2-5-D,ARGEX2-5,D,none
ARGEX2-6-NK,ARGEX2-6,?,Not known
ARGEX2-6-A,ARGEX2-6,A,independent prefix/proclitic
ARGEX2-6-B,ARGEX2-6,B,independent suffix/enclitic
ARGEX2-6-C,ARGEX2-6,C,fused with person
ARGEX2-6-D,ARGEX2-6,D,none
ARGEX2-6-E,ARGEX2-6,E,no gender
ARGEX2-7-1-NK,ARGEX2-7-1,?,Not known
ARGEX2-7-1-A,ARGEX2-7-1,A,obligatory
ARGEX2-7-1-B,ARGEX2-7-1,B,variable
ARGEX2-7-1-C,ARGEX2-7-1,C,not expressed
ARGEX2-7-1-NA,ARGEX2-7-1,N/A,Not Applicable
ARGEX2-7-NK,ARGEX2-7,?,Not known
ARGEX2-7-A,ARGEX2-7,A,prefix/proclitic
ARGEX2-7-B,ARGEX2-7,B,suffix/enclitic
ARGEX2-7-C,ARGEX2-7,C,variable
ARGEX2-7-D,ARGEX2-7,D,none
ARGEX2-8-NK,ARGEX2-8,?,Not known
ARGEX2-8-A,ARGEX2-8,A,independent prefix/proclitic
ARGEX2-8-B,ARGEX2-8,B,independent suffix/enclitic
ARGEX2-8-C,ARGEX2-8,C,fused with person
ARGEX2-8-D,ARGEX2-8,D,none
ARGEX2-9-NK,ARGEX2-9,?,Not known
ARGEX2-9-A,ARGEX2-9,A,independent prefix/proclitic
ARGEX2-9-B,ARGEX2-9,B,independent suffix/enclitic
ARGEX2-9-C,ARGEX2-9,C,fused with person
ARGEX2-9-D,ARGEX2-9,D,none
ARGEX2-9-E,ARGEX2-9,E,no gender
ARGEX3-1-0,ARGEX3-1,0,false
ARGEX3-1-1,ARGEX3-1,1,true
ARGEX3-1-1-0,ARGEX3-1-1,0,false
ARGEX3-1-1-1,ARGEX3-1-1,1,true
ARGEX3-1-1-NK,ARGEX3-1-1,?,Not known
ARGEX3-1-1-NA,ARGEX3-1-1,N/A,Not Applicable
ARGEX3-1-2-0,ARGEX3-1-2,0,false
ARGEX3-1-2-1,ARGEX3-1-2,1,true
ARGEX3-1-2-NK,ARGEX3-1-2,?,Not known
ARGEX3-1-2-NA,ARGEX3-1-2,N/A,Not Applicable
ARGEX3-1-3-0,ARGEX3-1-3,0,false
ARGEX3-1-3-1,ARGEX3-1-3,1,true
ARGEX3-1-3-NK,ARGEX3-1-3,?,Not known
ARGEX3-1-3-NA,ARGEX3-1-3,N/A,Not Applicable
ARGEX3-1-NK,ARGEX3-1,?,Not known
ARGEX4-1-0,ARGEX4-1,0,false
ARGEX4-1-1,ARGEX4-1,1,true
ARGEX4-1-1-0,ARGEX4-1-1,0,false
ARGEX4-1-1-1,ARGEX4-1-1,1,true
ARGEX4-1-1-NK,ARGEX4-1-1,?,Not known
ARGEX4-1-1-NA,ARGEX4-1-1,N/A,Not Applicable
ARGEX4-1-2-0,ARGEX4-1-2,0,false
ARGEX4-1-2-1,ARGEX4-1-2,1,true
ARGEX4-1-2-NK,ARGEX4-1-2,?,Not known
ARGEX4-1-2-NA,ARGEX4-1-2,N/A,Not Applicable
ARGEX4-1-3-0,ARGEX4-1-3,0,false
ARGEX4-1-3-1,ARGEX4-1-3,1,true
ARGEX4-1-3-NK,ARGEX4-1-3,?,Not known
ARGEX4-1-3-NA,ARGEX4-1-3,N/A,Not Applicable
ARGEX4-1-4-NK,ARGEX4-1-4,?,Not known
ARGEX4-1-4-A,ARGEX4-1-4,A,A
ARGEX4-1-4-B,ARGEX4-1-4,B,P
ARGEX4-1-4-C,ARGEX4-1-4,C,neither
ARGEX4-1-4-NA,ARGEX4-1-4,N/A,Not Applicable
ARGEX4-1-NK,ARGEX4-1,?,Not known
ARGEX5-1-NK,ARGEX5-1,?,Not known
ARGEX5-1-A,ARGEX5-1,A,prefix/proclitic
ARGEX5-1-B,ARGEX5-1,B,suffix/enclitic
ARGEX5-1-C,ARGEX5-1,C,none
ARGEX5-2-NK,ARGEX5-2,?,Not known
ARGEX5-2-A,ARGEX5-2,A,prefix/proclitic
ARGEX5-2-B,ARGEX5-2,B,suffix/enclitic
ARGEX5-2-C,ARGEX5-2,C,none
ARGEX5-3-NK,ARGEX5-3,?,Not known
ARGEX5-3-A,ARGEX5-3,A,prefix/proclitic
ARGEX5-3-B,ARGEX5-3,B,suffix/enclitic
ARGEX5-3-C,ARGEX5-3,C,none
ARGEX5-4-NK,ARGEX5-4,?,Not known
ARGEX5-4-A,ARGEX5-4,A,prefix/proclitic
ARGEX5-4-B,ARGEX5-4,B,suffix/enclitic
ARGEX5-4-C,ARGEX5-4,C,none
ARGEX5-5-NK,ARGEX5-5,?,Not known
ARGEX5-5-A,ARGEX5-5,A,obligatory
ARGEX5-5-B,ARGEX5-5,B,variable
ARGEX5-5-C,ARGEX5-5,C,none
ARGEX5-5-D,ARGEX5-5,D,no case
ARGEX5-6-NK,ARGEX5-6,?,Not known
ARGEX5-6-A,ARGEX5-6,A,accusative
ARGEX5-6-B,ARGEX5-6,B,ergative
ARGEX5-6-C,ARGEX5-6,C,neutral
ARGEX5-7-NK,ARGEX5-7,?,Not known
ARGEX5-7-A,ARGEX5-7,A,accusative
ARGEX5-7-B,ARGEX5-7,B,ergative
ARGEX5-7-C,ARGEX5-7,C,neutral
ARGEX5-7-D,ARGEX5-7,D,tripartite
ARGEX5-7-E,ARGEX5-7,E,no pronouns
ARGEX5-8-NK,ARGEX5-8,?,Not known
ARGEX5-8-A,ARGEX5-8,A,indirective
ARGEX5-8-B,ARGEX5-8,B,secundative
ARGEX5-8-C,ARGEX5-8,C,neutral
ARGEX5-9-NK,ARGEX5-9,?,Not known
ARGEX5-9-A,ARGEX5-9,A,preposition/prefix
ARGEX5-9-B,ARGEX5-9,B,suffix/postposition
ARGEX5-9-C,ARGEX5-9,C,neither
ARGEX6-1-0,ARGEX6-1,0,false
ARGEX6-1-1,ARGEX6-1,1,true
ARGEX6-1-1-0,ARGEX6-1-1,0,false
ARGEX6-1-1-1,ARGEX6-1-1,1,true
ARGEX6-1-1-NK,ARGEX6-1-1,?,Not known
ARGEX6-1-1-NA,ARGEX6-1-1,N/A,Not Applicable
ARGEX6-1-2-NK,ARGEX6-1-2,?,Not known
ARGEX6-1-2-A,ARGEX6-1-2,A,Oblique
ARGEX6-1-2-B,ARGEX6-1-2,B,R
ARGEX6-1-2-C,ARGEX6-1-2,C,T
ARGEX6-1-2-D,ARGEX6-1-2,D,A
ARGEX6-1-2-NA,ARGEX6-1-2,N/A,Not Applicable
ARGEX6-1-3-0,ARGEX6-1-3,0,false
ARGEX6-1-3-1,ARGEX6-1-3,1,true
ARGEX6-1-3-NK,ARGEX6-1-3,?,Not known
ARGEX6-1-3-NA,ARGEX6-1-3,N/A,Not Applicable
ARGEX6-1-4-0,ARGEX6-1-4,0,false
ARGEX6-1-4-1,ARGEX6-1-4,1,true
ARGEX6-1-4-NK,ARGEX6-1-4,?,Not known
ARGEX6-1-4-NA,ARGEX6-1-4,N/A,Not Applicable
ARGEX6-1-NK,ARGEX6-1,?,Not known
ARGEX7-1-0,ARGEX7-1,0,false
ARGEX7-1-1,ARGEX7-1,1,true
ARGEX7-1-1-0,ARGEX7-1-1,0,false
ARGEX7-1-1-1,ARGEX7-1-1,1,true
ARGEX7-1-1-NK,ARGEX7-1-1,?,Not known
ARGEX7-1-1-NA,ARGEX7-1-1,N/A,Not Applicable
ARGEX7-1-2-0,ARGEX7-1-2,0,false
ARGEX7-1-2-1,ARGEX7-1-2,1,true
ARGEX7-1-2-NK,ARGEX7-1-2,?,Not known
ARGEX7-1-2-NA,ARGEX7-1-2,N/A,Not Applicable
ARGEX7-1-3-0,ARGEX7-1-3,0,false
ARGEX7-1-3-1,ARGEX7-1-3,1,true
ARGEX7-1-3-NK,ARGEX7-1-3,?,Not known
ARGEX7-1-3-NA,ARGEX7-1-3,N/A,Not Applicable
ARGEX7-1-4-0,ARGEX7-1-4,0,false
ARGEX7-1-4-1,ARGEX7-1-4,1,true
ARGEX7-1-4-NK,ARGEX7-1-4,?,Not known
ARGEX7-1-4-NA,ARGEX7-1-4,N/A,Not Applicable
ARGEX7-1-NK,ARGEX7-1,?,Not known
ARGEX8-1-1-0,ARGEX8-1-1,0,false
ARGEX8-1-1-1,ARGEX8-1-1,1,true
ARGEX8-1-1-NK,ARGEX8-1-1,?,Not known
ARGEX8-1-1-NA,ARGEX8-1-1,N/A,Not Applicable
ARGEX8-1-NK,ARGEX8-1,?,Not known
ARGEX8-1-A,ARGEX8-1,A,verbal morphology
ARGEX8-1-B,ARGEX8-1,B,auxiliary
ARGEX8-1-C,ARGEX8-1,C,both
ARGEX8-1-D,ARGEX8-1,D,none
ARGEX9-1-0,ARGEX9-1,0,false
ARGEX9-1-1,ARGEX9-1,1,true
ARGEX9-1-1-0,ARGEX9-1-1,0,false
ARGEX9-1-1-1,ARGEX9-1-1,1,true
ARGEX9-1-1-NK,ARGEX9-1-1,?,Not known
ARGEX9-1-1-NA,ARGEX9-1-1,N/A,Not Applicable
ARGEX9-1-2-0,ARGEX9-1-2,0,false
ARGEX9-1-2-1,ARGEX9-1-2,1,true
ARGEX9-1-2-NK,ARGEX9-1-2,?,Not known
ARGEX9-1-2-NA,ARGEX9-1-2,N/A,Not Applicable
ARGEX9-1-NK,ARGEX9-1,?,Not known
ARW1-0,ARW1,0,No
ARW1-1,ARW1,1,Yes
ARW1-1-03a-0,ARW1-1-03a,0,No
ARW1-1-03a-1,ARW1-1-03a,1,Yes
ARW1-1-03a-NK,ARW1-1-03a,?,Not known
ARW1-1-03b-0,ARW1-1-03b,0,No
ARW1-1-03b-1,ARW1-1-03b,1,Yes
ARW1-1-03b-NK,ARW1-1-03b,?,Not known
ARW1-1-05-0,ARW1-1-05,0,No
ARW1-1-05-1,ARW1-1-05,1,Yes
ARW1-1-05-NK,ARW1-1-05,?,Not known
ARW1-1-06-0,ARW1-1-06,0,No
ARW1-1-06-1,ARW1-1-06,1,Yes
ARW1-1-06-NK,ARW1-1-06,?,Not known
ARW1-1-07-0,ARW1-1-07,0,No
ARW1-1-07-1,ARW1-1-07,1,Yes
ARW1-1-07-NK,ARW1-1-07,?,Not known
ARW1-1-08-0,ARW1-1-08,0,No
ARW1-1-08-1,ARW1-1-08,1,Yes
ARW1-1-08-NK,ARW1-1-08,?,Not known
ARW1-1-09-0,ARW1-1-09,0,No
ARW1-1-09-1,ARW1-1-09,1,Yes
ARW1-1-09-NK,ARW1-1-09,?,Not known
ARW1-1-09a-0,ARW1-1-09a,0,No
ARW1-1-09a-1,ARW1-1-09a,1,Yes
ARW1-1-09a-NK,ARW1-1-09a,?,Not known
ARW1-1-09b-0,ARW1-1-09b,0,No
ARW1-1-09b-1,ARW1-1-09b,1,Yes
ARW1-1-09b-NK,ARW1-1-09b,?,Not known
ARW1-1-10-0,ARW1-1-10,0,No
ARW1-1-10-1,ARW1-1-10,1,Yes
ARW1-1-10-NK,ARW1-1-10,?,Not known
ARW1-1-11-0,ARW1-1-11,0,No
ARW1-1-11-1,ARW1-1-11,1,Yes
ARW1-1-11-NK,ARW1-1-11,?,Not known
ARW1-1-12-0,ARW1-1-12,0,No
ARW1-1-12-1,ARW1-1-12,1,Yes
ARW1-1-12-NK,ARW1-1-12,?,Not known
ARW1-1-13a-0,ARW1-1-13a,0,No
ARW1-1-13a-1,ARW1-1-13a,1,Yes
ARW1-1-13a-NK,ARW1-1-13a,?,Not known
ARW1-1-15-0,ARW1-1-15,0,No
ARW1-1-15-1,ARW1-1-15,1,Yes
ARW1-1-15-NK,ARW1-1-15,?,Not known
ARW1-1-16-0,ARW1-1-16,0,No
ARW1-1-16-1,ARW1-1-16,1,Yes
ARW1-1-16-NK,ARW1-1-16,?,Not known
ARW1-1-17-0,ARW1-1-17,0,No
ARW1-1-17-1,ARW1-1-17,1,Yes
ARW1-1-17-NK,ARW1-1-17,?,Not known
ARW1-1-18-0,ARW1-1-18,0,No
ARW1-1-18-1,ARW1-1-18,1,Yes
ARW1-1-18-NK,ARW1-1-18,?,Not known
ARW1-2-02-0,ARW1-2-02,0,No
ARW1-2-02-1,ARW1-2-02,1,Yes
ARW1-2-02-NK,ARW1-2-02,?,Not known
ARW1-2-03a-0,ARW1-2-03a,0,No
ARW1-2-03a-1,ARW1-2-03a,1,Yes
ARW1-2-03a-NK,ARW1-2-03a,?,Not known
ARW1-2-04-0,ARW1-2-04,0,No
ARW1-2-04-1,ARW1-2-04,1,Yes
ARW1-2-04-NK,ARW1-2-04,?,Not known
ARW1-NK,ARW1,?,Not known
ARW10-0,ARW10,0,No
ARW10-1,ARW10,1,Yes
ARW10-NK,ARW10,?,Not known
ARW11-0,ARW11,0,No
ARW11-1,ARW11,1,Yes
ARW11-NK,ARW11,?,Not known
ARW12-0,ARW12,0,No
ARW12-1,ARW12,1,Yes
ARW12-NK,ARW12,?,Not known
ARW13-0,ARW13,0,No
ARW13-1,ARW13,1,Yes
ARW13-NK,ARW13,?,Not known
ARW14-0,ARW14,0,No
ARW14-1,ARW14,1,Yes
ARW14-NK,ARW14,?,Not known
ARW15-0,ARW15,0,No
ARW15-1,ARW15,1,Yes
ARW15-NK,ARW15,?,Not known
ARW16-0,ARW16,0,No
ARW16-1,ARW16,1,Yes
ARW16-NK,ARW16,?,Not known
ARW17-0,ARW17,0,No
ARW17-1,ARW17,1,Yes
ARW17-NK,ARW17,?,Not known
ARW18-0,ARW18,0,No
ARW18-1,ARW18,1,Yes
ARW18-NK,ARW18,?,Not known
ARW19-0,ARW19,0,No
ARW19-1,ARW19,1,Yes
ARW19-NK,ARW19,?,Not known
ARW2-0,ARW2,0,No
ARW2-1,ARW2,1,Yes
ARW2-1-01-0,ARW2-1-01,0,No
ARW2-1-01-1,ARW2-1-01,1,Yes
ARW2-1-01-NK,ARW2-1-01,?,Not known
ARW2-1-02a-0,ARW2-1-02a,0,No
ARW2-1-02a-1,ARW2-1-02a,1,Yes
ARW2-1-02a-NK,ARW2-1-02a,?,Not known
ARW2-1-03a-0,ARW2-1-03a,0,No
ARW2-1-03a-1,ARW2-1-03a,1,Yes
ARW2-1-03a-NK,ARW2-1-03a,?,Not known
ARW2-1-03b-0,ARW2-1-03b,0,No
ARW2-1-03b-1,ARW2-1-03b,1,Yes
ARW2-1-03b-NK,ARW2-1-03b,?,Not known
ARW2-1-05a-0,ARW2-1-05a,0,No
ARW2-1-05a-1,ARW2-1-05a,1,Yes
ARW2-1-05a-NK,ARW2-1-05a,?,Not known
ARW2-1-05b-0,ARW2-1-05b,0,No
ARW2-1-05b-1,ARW2-1-05b,1,Yes
ARW2-1-05b-NK,ARW2-1-05b,?,Not known
ARW2-1-05c-0,ARW2-1-05c,0,No
ARW2-1-05c-1,ARW2-1-05c,1,Yes
ARW2-1-05c-NK,ARW2-1-05c,?,Not known
ARW2-1-05d-0,ARW2-1-05d,0,No
ARW2-1-05d-1,ARW2-1-05d,1,Yes
ARW2-1-05d-NK,ARW2-1-05d,?,Not known
ARW2-1-06-0,ARW2-1-06,0,No
ARW2-1-06-1,ARW2-1-06,1,Yes
ARW2-1-06-NK,ARW2-1-06,?,Not known
ARW2-1-07-0,ARW2-1-07,0,No
ARW2-1-07-1,ARW2-1-07,1,Yes
ARW2-1-07-NK,ARW2-1-07,?,Not known
ARW2-2-01-0,ARW2-2-01,0,No
ARW2-2-01-1,ARW2-2-01,1,Yes
ARW2-2-01-NK,ARW2-2-01,?,Not known
ARW2-2-01a-0,ARW2-2-01a,0,No
ARW2-2-01a-1,ARW2-2-01a,1,Yes
ARW2-2-01a-NK,ARW2-2-01a,?,Not known
ARW2-2-02-0,ARW2-2-02,0,No
ARW2-2-02-1,ARW2-2-02,1,Yes
ARW2-2-02-NK,ARW2-2-02,?,Not known
ARW2-2-03-0,ARW2-2-03,0,No
ARW2-2-03-1,ARW2-2-03,1,Yes
ARW2-2-03-NK,ARW2-2-03,?,Not known
ARW2-2-03a-0,ARW2-2-03a,0,No
ARW2-2-03a-1,ARW2-2-03a,1,Yes
ARW2-2-03a-NK,ARW2-2-03a,?,Not known
ARW2-2-04-0,ARW2-2-04,0,No
ARW2-2-04-1,ARW2-2-04,1,Yes
ARW2-2-04-NK,ARW2-2-04,?,Not known
ARW2-2-05-0,ARW2-2-05,0,No
ARW2-2-05-1,ARW2-2-05,1,Yes
ARW2-2-05-NK,ARW2-2-05,?,Not known
ARW2-2-06-0,ARW2-2-06,0,No
ARW2-2-06-1,ARW2-2-06,1,Yes
ARW2-2-06-NK,ARW2-2-06,?,Not known
ARW2-3-02a-0,ARW2-3-02a,0,No
ARW2-3-02a-1,ARW2-3-02a,1,Yes
ARW2-3-02a-NK,ARW2-3-02a,?,Not known
ARW2-3-05-0,ARW2-3-05,0,No
ARW2-3-05-1,ARW2-3-05,1,Yes
ARW2-3-05-NK,ARW2-3-05,?,Not known
ARW2-3-06a-0,ARW2-3-06a,0,No
ARW2-3-06a-1,ARW2-3-06a,1,Yes
ARW2-3-06a-NK,ARW2-3-06a,?,Not known
ARW2-3-07-0,ARW2-3-07,0,No
ARW2-3-07-1,ARW2-3-07,1,Yes
ARW2-3-07-NK,ARW2-3-07,?,Not known
ARW2-4-02-0,ARW2-4-02,0,No
ARW2-4-02-1,ARW2-4-02,1,Yes
ARW2-4-02-NK,ARW2-4-02,?,Not known
ARW2-4-03-0,ARW2-4-03,0,No
ARW2-4-03-1,ARW2-4-03,1,Yes
ARW2-4-03-NK,ARW2-4-03,?,Not known
ARW2-4-05-0,ARW2-4-05,0,No
ARW2-4-05-1,ARW2-4-05,1,Yes
ARW2-4-05-NK,ARW2-4-05,?,Not known
ARW2-4-07-0,ARW2-4-07,0,No
ARW2-4-07-1,ARW2-4-07,1,Yes
ARW2-4-07-NK,ARW2-4-07,?,Not known
ARW2-4-08-0,ARW2-4-08,0,No
ARW2-4-08-1,ARW2-4-08,1,Yes
ARW2-4-08-NK,ARW2-4-08,?,Not known
ARW2-4-09-0,ARW2-4-09,0,No
ARW2-4-09-1,ARW2-4-09,1,Yes
ARW2-4-09-NK,ARW2-4-09,?,Not known
ARW2-4-11-0,ARW2-4-11,0,No
